SRR13662001	Cabbage	Guo2021	15593034900
SRR13662002	Cabbage	Guo2021	16569349500
SRR13662004	Cabbage	Guo2021	14640936600
SRR13662005	Cabbage	Guo2021	15362416200
SRR13662006	Cabbage	Guo2021	14365413900
SRR13662007	Cabbage	Guo2021	15467439300
SRR13662008	Cabbage	Guo2021	17774476500
SRR13662009	Cabbage	Guo2021	15747601800
SRR13662010	Cabbage	Guo2021	15622628100
SRR13662011	Broccoli	Guo2021	8108878600
SRR13662012	Cabbage	Guo2021	15769312200
SRR13662013	Cabbage	Guo2021	16394437200
SRR13662014	Cabbage	Guo2021	13528920900
SRR13662015	Cabbage	Guo2021	16540902900
SRR13662016	Cabbage	Guo2021	16754923800
SRR13662018	Cabbage	Guo2021	13961232600
SRR13662019	Cabbage	Guo2021	15490468200
SRR13662021	Cabbage	Guo2021	15219295800
SRR13662022	Broccoli	Guo2021	8181713200
SRR13662023	Cabbage	Guo2021	14554326000
SRR13662025	Cabbage	Guo2021	15147737700
SRR13662027	Cabbage	Guo2021	14090259300
SRR13662028	Cabbage	Guo2021	14793206700
SRR13662029	Cabbage	Guo2021	15086829300
SRR13662030	Cabbage	Guo2021	15776507100
SRR13662031	Cabbage	Guo2021	12298079700
SRR13662032	Cabbage	Guo2021	14454938700
SRR13662033	Broccoli	Guo2021	7815243800
SRR13662034	Cabbage	Guo2021	14785248600
SRR13662035	Cabbage	Guo2021	13435576500
SRR13662037	Cabbage	Guo2021	10341305700
SRR13662038	Cabbage	Guo2021	10341429000
SRR13662039	Cabbage	Guo2021	9356555700
SRR13662040	Cabbage	Guo2021	11387453100
SRR13662041	Cabbage	Guo2021	11013101400
SRR13662042	Cabbage	Guo2021	12236516400
SRR13662043	Cabbage	Guo2021	10593665400
SRR13662044	Broccoli	Guo2021	8174667600
SRR13662045	Cabbage	Guo2021	13650304800
SRR13662046	Cabbage	Guo2021	12741983400
SRR13662047	Cabbage	Guo2021	15696734400
SRR13662048	Cabbage	Guo2021	17589651300
SRR13662049	Cabbage	Guo2021	12229327800
SRR13662050	Cabbage	Guo2021	13662210300
SRR13662051	Cabbage	Guo2021	13584564300
SRR13662052	Cabbage	Guo2021	13483520400
SRR13662053	Cabbage	Guo2021	12908072400
SRR13662054	Cabbage	Guo2021	15710918400
SRR13662055	Broccoli	Guo2021	8428611000
SRR13662056	Cabbage	Guo2021	12562286100
SRR13662057	Cabbage	Guo2021	12573146100
SRR13662058	Cabbage	Guo2021	12830691600
SRR13662060	Cauliflower	Guo2021	13455649500
SRR13662061	Cauliflower	Guo2021	13479883500
SRR13662062	Cabbage	Guo2021	8185588000
SRR13662063	Cauliflower	Guo2021	11793169800
SRR13662064	Cauliflower	Guo2021	13087090200
SRR13662065	Cauliflower	Guo2021	14941847700
SRR13662066	Cauliflower	Guo2021	16281877800
SRR13662067	Cauliflower	Guo2021	17843080500
SRR13662068	Cauliflower	Guo2021	13299593100
SRR13662069	Cauliflower	Guo2021	14470517400
SRR13662070	Cauliflower	Guo2021	13176749700
SRR13662071	Cauliflower	Guo2021	13924192500
SRR13662073	Cabbage	Guo2021	8431806200
SRR13662074	Cauliflower	Guo2021	13944882000
SRR13662075	Cauliflower	Guo2021	12761154900
SRR13662076	Cauliflower	Guo2021	12722655300
SRR13662077	Cauliflower	Guo2021	12894304800
SRR13662078	Cauliflower	Guo2021	10436649900
SRR13662079	Cauliflower	Guo2021	14205725700
SRR13662081	Cauliflower	Guo2021	13012815000
SRR13662082	Cauliflower	Guo2021	11811189900
SRR13662083	Cauliflower	Guo2021	12332868600
SRR13662085	Cauliflower	Guo2021	13105585500
SRR13662086	Cauliflower	Guo2021	13668802500
SRR13662087	Cauliflower	Guo2021	14789042100
SRR13662088	Cauliflower	Guo2021	15558819600
SRR13662089	Cauliflower	Guo2021	13458043200
SRR13662090	Cauliflower	Guo2021	13383382200
SRR13662091	Cauliflower	Guo2021	13644409200
SRR13662092	Cauliflower	Guo2021	14646652200
SRR13662093	Cauliflower	Guo2021	16680848700
SRR13662094	Cauliflower	Guo2021	15129590400
SRR13662095	Cabbage	Guo2021	8241528400
SRR13662096	Cauliflower	Guo2021	13822706100
SRR13662097	Cauliflower	Guo2021	12755072400
SRR13662098	Cauliflower	Guo2021	13645965900
SRR13662099	Cauliflower	Guo2021	16180466700
SRR13662100	Cauliflower	Guo2021	12841971300
SRR13662101	Cauliflower	Guo2021	15018790200
SRR13662102	Cauliflower	Guo2021	12646262700
SRR13662103	Cauliflower	Guo2021	18766583100
SRR13662104	Cauliflower	Guo2021	15420281700
SRR13662105	Cauliflower	Guo2021	20122385100
SRR13662106	Cabbage	Guo2021	8121412000
SRR13662107	Cauliflower	Guo2021	16536528900
SRR13662108	Cauliflower	Guo2021	20188854000
SRR13662109	Cauliflower	Guo2021	17258347500
SRR13662110	Cauliflower	Guo2021	15744714900
SRR13662111	Cauliflower	Guo2021	17356038300
SRR13662112	Cauliflower	Guo2021	16585245600
SRR13662113	Cauliflower	Guo2021	16272719100
SRR13662114	Cauliflower	Guo2021	16831653300
SRR13662115	Cauliflower	Guo2021	16270176600
SRR13662116	Cauliflower	Guo2021	16096346400
SRR13662117	Cabbage	Guo2021	8390604600
SRR13662118	Cauliflower	Guo2021	14474261700
SRR13662119	Cauliflower	Guo2021	16774904100
SRR13662120	Cauliflower	Guo2021	10766042400
SRR13662121	Cauliflower	Guo2021	12658233000
SRR13662122	Cauliflower	Guo2021	12694828500
SRR13662123	Cauliflower	Guo2021	11692502100
SRR13662124	Cauliflower	Guo2021	10208933700
SRR13662125	Cauliflower	Guo2021	8895456800
SRR13662126	Cauliflower	Guo2021	7673435200
SRR13662127	Cauliflower	Guo2021	14804569400
SRR13662128	Cabbage	Guo2021	7696840200
SRR13662129	Broccoli	Guo2021	8331764000
SRR13662130	Broccoli	Guo2021	8362545000
